,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9499177969584874,0.9450070786264051,0.9499177969584874,0.9444609677784753,0.9142105704083627,0.949373201808467,0.9444415010324232,0.949373201808467,0.9439823051025883,0.915806167439041
