,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9485,0.9445,0.568,0.9457,0.9126,0.9487,0.9447,0.5732,0.9459,0.9161
