,subgroup,SUB,BPSN,BNSP
0,black,0.8351,0.892,0.9524
1,white,0.8571,0.9031,0.9529
2,male,0.9175,0.9482,0.9511
3,female,0.9173,0.9533,0.9447
4,christian,0.938,0.9633,0.9434
5,jewish,0.9256,0.943,0.9527
6,muslim,0.8667,0.9319,0.9402
7,psychiatric_or_mental_illness,0.9017,0.9346,0.951
8,homosexual_gay_or_lesbian,0.7941,0.9099,0.9324
9,Mp,0.8761,0.9293,0.9466
