,subgroup,SUB,BPSN,BNSP
0,black,0.8431,0.9085,0.9468
1,white,0.8527,0.9059,0.9518
2,male,0.9291,0.9492,0.9538
3,female,0.9332,0.96,0.946
4,christian,0.925,0.9624,0.9393
5,jewish,0.8949,0.9377,0.9459
6,muslim,0.8306,0.9327,0.9309
7,psychiatric_or_mental_illness,0.9467,0.9442,0.9658
8,homosexual_gay_or_lesbian,0.799,0.9134,0.9343
9,Mp,0.8749,0.9336,0.9457
