,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9544,0.9509,0.5981,0.9517,0.9384,0.9548,0.9515,0.6072,0.9522,0.94
