,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9539,0.9518,0.6492,0.9526,0.9406,0.9543,0.9522,0.6559,0.953,0.9423
