,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9544,0.9509,0.5972,0.9517,0.9385,0.9547,0.9514,0.6051,0.9521,0.9402
