,subgroup,SUB,BPSN,BNSP
0,black,0.8327,0.8976,0.9526
1,white,0.8529,0.9007,0.9575
2,male,0.9239,0.9522,0.9536
3,female,0.9284,0.9644,0.9437
4,christian,0.9284,0.9646,0.9422
5,jewish,0.8742,0.9359,0.9461
6,muslim,0.8547,0.9252,0.9447
7,psychiatric_or_mental_illness,0.9416,0.951,0.9628
8,homosexual_gay_or_lesbian,0.8213,0.9105,0.9443
9,Mp,0.8777,0.9316,0.9496
