,subgroup,SUB,BPSN,BNSP
0,black,0.8453,0.8968,0.9533
1,white,0.8712,0.9101,0.9537
2,male,0.9238,0.9579,0.9454
3,female,0.9272,0.9624,0.942
4,christian,0.9444,0.9702,0.9379
5,jewish,0.9283,0.9474,0.9507
6,muslim,0.882,0.9312,0.9457
7,psychiatric_or_mental_illness,0.89,0.9319,0.9485
8,homosexual_gay_or_lesbian,0.8303,0.9076,0.9435
9,Mp,0.8887,0.9331,0.9467
