,subgroup,SUB,BPSN,BNSP
0,black,0.845,0.9105,0.9491
1,white,0.8602,0.9134,0.9516
2,male,0.9244,0.9559,0.9502
3,female,0.9222,0.9596,0.9446
4,christian,0.9441,0.9668,0.9443
5,jewish,0.9207,0.9457,0.9519
6,muslim,0.8798,0.9287,0.9466
7,psychiatric_or_mental_illness,0.8841,0.9395,0.9418
8,homosexual_gay_or_lesbian,0.8475,0.9263,0.9385
9,Mp,0.8879,0.9373,0.9464
