,subgroup,SUB,BPSN,BNSP
0,black,0.8515,0.9211,0.9445
1,white,0.8579,0.9161,0.9494
2,male,0.9261,0.9558,0.9495
3,female,0.936,0.9656,0.9438
4,christian,0.9365,0.967,0.9418
5,jewish,0.895,0.9408,0.946
6,muslim,0.8664,0.9326,0.9409
7,psychiatric_or_mental_illness,0.9589,0.953,0.9679
8,homosexual_gay_or_lesbian,0.832,0.9275,0.9352
9,Mp,0.8895,0.9412,0.9463
