,subgroup,SUB,BPSN,BNSP
0,black,0.8442,0.8918,0.957
1,white,0.8551,0.9002,0.956
2,male,0.92,0.9544,0.9473
3,female,0.9213,0.9589,0.943
4,christian,0.9406,0.9651,0.9428
5,jewish,0.9173,0.9407,0.9538
6,muslim,0.8773,0.9243,0.9494
7,psychiatric_or_mental_illness,0.8916,0.9429,0.9409
8,homosexual_gay_or_lesbian,0.8333,0.9076,0.9409
9,Mp,0.8844,0.9297,0.9478
