,subgroup,SUB,BPSN,BNSP
0,black,0.8386,0.9109,0.9473
1,white,0.8481,0.9082,0.9528
2,male,0.9273,0.9551,0.9512
3,female,0.9341,0.9667,0.9426
4,christian,0.9358,0.9659,0.9417
5,jewish,0.8924,0.9429,0.9429
6,muslim,0.8554,0.9285,0.9425
7,psychiatric_or_mental_illness,0.9527,0.9523,0.9669
8,homosexual_gay_or_lesbian,0.8318,0.9087,0.9461
9,Mp,0.8839,0.936,0.948
