,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9539,0.9505,0.6049,0.9514,0.9322,0.9536,0.9503,0.6092,0.9512,0.9339
