,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9527,0.951,0.6581,0.9517,0.9396,0.953,0.9513,0.6631,0.952,0.9411
