,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9496,0.9508,0.7069,0.9502,0.9329,0.95,0.9513,0.7148,0.9506,0.9337
