,subgroup,SUB,BPSN,BNSP
0,black,0.8441,0.8996,0.9547
1,white,0.8534,0.9124,0.9517
2,male,0.9181,0.9527,0.9498
3,female,0.9225,0.9581,0.9454
4,christian,0.9389,0.9633,0.9476
5,jewish,0.9132,0.9426,0.9516
6,muslim,0.8704,0.9318,0.9443
7,psychiatric_or_mental_illness,0.8663,0.9424,0.932
8,homosexual_gay_or_lesbian,0.8537,0.9094,0.9488
9,Mp,0.8829,0.9332,0.9472
