,subgroup,SUB,BPSN,BNSP
0,black,0.8253,0.9145,0.9435
1,white,0.8471,0.9152,0.9502
2,male,0.9288,0.9543,0.954
3,female,0.9308,0.9642,0.9458
4,christian,0.9309,0.9629,0.9449
5,jewish,0.8945,0.9393,0.9469
6,muslim,0.8596,0.9347,0.94
7,psychiatric_or_mental_illness,0.951,0.954,0.9647
8,homosexual_gay_or_lesbian,0.8246,0.9135,0.9422
9,Mp,0.8806,0.9379,0.9479
