,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9522,0.9503,0.6484,0.9511,0.9339,0.9524,0.9505,0.656,0.9513,0.9333
