,subgroup,SUB,BPSN,BNSP
0,black,0.8474,0.896,0.9541
1,white,0.8688,0.9078,0.9559
2,male,0.9221,0.9551,0.9495
3,female,0.9288,0.9599,0.9472
4,christian,0.942,0.9691,0.9399
5,jewish,0.9258,0.9472,0.9521
6,muslim,0.8725,0.9347,0.9423
7,psychiatric_or_mental_illness,0.8984,0.9321,0.9524
8,homosexual_gay_or_lesbian,0.8243,0.9096,0.9437
9,Mp,0.887,0.9327,0.9485
