,subgroup,SUB,BPSN,BNSP
0,black,0.8321,0.9087,0.9479
1,white,0.8517,0.9116,0.9522
2,male,0.9236,0.9551,0.95
3,female,0.9341,0.9657,0.9449
4,christian,0.9383,0.9708,0.9392
5,jewish,0.9126,0.9461,0.9483
6,muslim,0.8459,0.9395,0.9333
7,psychiatric_or_mental_illness,0.932,0.9423,0.9643
8,homosexual_gay_or_lesbian,0.8301,0.9135,0.9428
9,Mp,0.8821,0.9377,0.9468
