,subgroup,SUB,BPSN,BNSP
0,black,0.8478,0.8916,0.9559
1,white,0.8623,0.9061,0.9545
2,male,0.9251,0.9556,0.9484
3,female,0.9288,0.9611,0.9447
4,christian,0.9403,0.9653,0.9419
5,jewish,0.9232,0.9475,0.9492
6,muslim,0.8734,0.9286,0.9439
7,psychiatric_or_mental_illness,0.8838,0.9406,0.9401
8,homosexual_gay_or_lesbian,0.8245,0.9028,0.947
9,Mp,0.8848,0.9311,0.9472
