,subgroup,SUB,BPSN,BNSP
0,black,0.8348,0.9052,0.9496
1,white,0.8428,0.9109,0.9501
2,male,0.9254,0.958,0.9478
3,female,0.9338,0.968,0.941
4,christian,0.94,0.9682,0.9411
5,jewish,0.903,0.9461,0.9444
6,muslim,0.8557,0.9337,0.9378
7,psychiatric_or_mental_illness,0.936,0.9532,0.9578
8,homosexual_gay_or_lesbian,0.8338,0.9089,0.9463
9,Mp,0.8828,0.9373,0.9461
