,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9521,0.9504,0.6539,0.9511,0.9312,0.9526,0.9508,0.6576,0.9516,0.9336
