,subgroup,SUB,BPSN,BNSP
0,black,0.8418,0.9191,0.9431
1,white,0.8512,0.9097,0.953
2,male,0.927,0.9525,0.9533
3,female,0.9343,0.9643,0.9451
4,christian,0.9315,0.9648,0.9413
5,jewish,0.8842,0.9364,0.9459
6,muslim,0.8497,0.9312,0.9395
7,psychiatric_or_mental_illness,0.9536,0.9522,0.9685
8,homosexual_gay_or_lesbian,0.8268,0.9165,0.9396
9,Mp,0.882,0.9373,0.9475
