,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9538,0.9517,0.6492,0.9525,0.9404,0.954,0.952,0.6571,0.9528,0.9421
