,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9517,0.9476,0.4842,0.9457,0.9294,0.9521,0.9482,0.4952,0.9463,0.9308
