,subgroup,SUB,BPSN,BNSP
0,black,0.8479,0.925,0.935
1,white,0.8483,0.919,0.9411
2,male,0.9221,0.9598,0.9378
3,female,0.9295,0.9713,0.9257
4,christian,0.9293,0.969,0.9281
5,jewish,0.8943,0.9383,0.9421
6,muslim,0.8382,0.9344,0.9256
7,psychiatric_or_mental_illness,0.9514,0.9535,0.9595
8,homosexual_gay_or_lesbian,0.8212,0.9254,0.9261
9,Mp,0.8798,0.9429,0.9353
