,subgroup,SUB,BPSN,BNSP
0,black,0.8535,0.9055,0.9557
1,white,0.8682,0.9135,0.9558
2,male,0.9263,0.9619,0.948
3,female,0.9309,0.9667,0.9449
4,christian,0.9456,0.9725,0.9418
5,jewish,0.9277,0.952,0.9526
6,muslim,0.8892,0.9348,0.95
7,psychiatric_or_mental_illness,0.8951,0.9455,0.9467
8,homosexual_gay_or_lesbian,0.843,0.9181,0.9451
9,Mp,0.8936,0.9394,0.9489
