,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9544,0.9509,0.5925,0.9516,0.938,0.9548,0.9514,0.6015,0.952,0.9398
