,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9533,0.9511,0.6446,0.952,0.9398,0.9539,0.9517,0.653,0.9526,0.9414
