,subgroup,SUB,BPSN,BNSP
0,black,0.857,0.9273,0.9477
1,white,0.8629,0.9242,0.9515
2,male,0.9338,0.9632,0.9519
3,female,0.9428,0.9733,0.9452
4,christian,0.9443,0.9749,0.9425
5,jewish,0.9183,0.9517,0.9501
6,muslim,0.8675,0.9421,0.9416
7,psychiatric_or_mental_illness,0.9508,0.957,0.9668
8,homosexual_gay_or_lesbian,0.8481,0.9323,0.9414
9,Mp,0.8974,0.9485,0.9486
