,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.954,0.9518,0.6474,0.9527,0.9402,0.9542,0.9521,0.6558,0.9529,0.9419
