,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9524,0.9519,0.6847,0.9521,0.9377,0.9522,0.9516,0.6875,0.9519,0.9393
