,subgroup,SUB,BPSN,BNSP
0,black,0.8539,0.922,0.9488
1,white,0.8603,0.9177,0.9533
2,male,0.9316,0.9586,0.9533
3,female,0.9405,0.9688,0.9468
4,christian,0.9396,0.9693,0.944
5,jewish,0.9006,0.9458,0.9471
6,muslim,0.8716,0.9355,0.9445
7,psychiatric_or_mental_illness,0.9613,0.9565,0.9697
8,homosexual_gay_or_lesbian,0.8413,0.9247,0.9429
9,Mp,0.8942,0.9432,0.9499
