,subgroup,SUB,BPSN,BNSP
0,black,0.8383,0.9008,0.9485
1,white,0.8614,0.9105,0.9505
2,male,0.9243,0.9566,0.9456
3,female,0.9294,0.9614,0.9426
4,christian,0.9413,0.9672,0.9384
5,jewish,0.9242,0.9486,0.9482
6,muslim,0.8722,0.9296,0.9427
7,psychiatric_or_mental_illness,0.8936,0.9318,0.949
8,homosexual_gay_or_lesbian,0.8305,0.9161,0.9378
9,Mp,0.8853,0.9342,0.9448
