,subgroup,SUB,BPSN,BNSP
0,black,0.8385,0.9153,0.9441
1,white,0.8469,0.9148,0.9473
2,male,0.9267,0.9577,0.9472
3,female,0.9336,0.9675,0.94
4,christian,0.941,0.9699,0.9392
5,jewish,0.9153,0.9461,0.948
6,muslim,0.8463,0.9357,0.9347
7,psychiatric_or_mental_illness,0.9324,0.9468,0.96
8,homosexual_gay_or_lesbian,0.8414,0.9245,0.9376
9,Mp,0.8849,0.9408,0.9441
