,subgroup,SUB,BPSN,BNSP
0,black,0.8441,0.9272,0.9347
1,white,0.8481,0.9134,0.9455
2,male,0.9242,0.9538,0.9466
3,female,0.9327,0.9668,0.9372
4,christian,0.932,0.9704,0.928
5,jewish,0.9034,0.9444,0.9398
6,muslim,0.8438,0.9374,0.9274
7,psychiatric_or_mental_illness,0.9474,0.9563,0.958
8,homosexual_gay_or_lesbian,0.8301,0.9253,0.9294
9,Mp,0.8828,0.9428,0.9382
