,subgroup,SUB,BPSN,BNSP
0,black,0.84,0.9115,0.9408
1,white,0.8574,0.9091,0.947
2,male,0.9214,0.9538,0.943
3,female,0.9169,0.9594,0.9348
4,christian,0.9385,0.968,0.9301
5,jewish,0.9245,0.948,0.9428
6,muslim,0.8688,0.9338,0.9356
7,psychiatric_or_mental_illness,0.8773,0.9443,0.9263
8,homosexual_gay_or_lesbian,0.8298,0.923,0.9269
9,Mp,0.8812,0.9377,0.9362
