,subgroup,SUB,BPSN,BNSP
0,black,0.8428,0.9144,0.9462
1,white,0.8507,0.9146,0.9484
2,male,0.9249,0.9576,0.9471
3,female,0.9338,0.9678,0.9402
4,christian,0.9411,0.9709,0.9388
5,jewish,0.9019,0.9469,0.9435
6,muslim,0.8467,0.938,0.9329
7,psychiatric_or_mental_illness,0.9334,0.9431,0.963
8,homosexual_gay_or_lesbian,0.838,0.9095,0.9453
9,Mp,0.8843,0.9388,0.9449
