,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9525,0.9496,0.6205,0.9506,0.9335,0.953,0.9504,0.6335,0.9513,0.9339
