,subgroup,SUB,BPSN,BNSP
0,black,0.8395,0.8983,0.9498
1,white,0.8698,0.9084,0.9532
2,male,0.9235,0.9567,0.9462
3,female,0.9292,0.9618,0.9427
4,christian,0.941,0.9686,0.938
5,jewish,0.9269,0.949,0.9497
6,muslim,0.8788,0.9329,0.9424
7,psychiatric_or_mental_illness,0.8915,0.9285,0.9509
8,homosexual_gay_or_lesbian,0.8388,0.9021,0.9479
9,Mp,0.8886,0.932,0.9467
