,subgroup,SUB,BPSN,BNSP
0,black,0.8356,0.8839,0.954
1,white,0.854,0.8973,0.9524
2,male,0.9182,0.9459,0.9482
3,female,0.9106,0.9506,0.9374
4,christian,0.9337,0.9569,0.9466
5,jewish,0.9191,0.933,0.9567
6,muslim,0.8606,0.9087,0.9486
7,psychiatric_or_mental_illness,0.8991,0.9313,0.9433
8,homosexual_gay_or_lesbian,0.8232,0.8979,0.9416
9,Mp,0.8787,0.9208,0.9475
