,subgroup,SUB,BPSN,BNSP
0,black,0.8442,0.9054,0.9471
1,white,0.8444,0.9005,0.9511
2,male,0.9223,0.9481,0.9484
3,female,0.9267,0.9586,0.9395
4,christian,0.9123,0.9567,0.9357
5,jewish,0.9022,0.9292,0.9547
6,muslim,0.8258,0.9123,0.94
7,psychiatric_or_mental_illness,0.9482,0.9381,0.9704
8,homosexual_gay_or_lesbian,0.7956,0.9044,0.9336
9,Mp,0.8713,0.9266,0.9464
