,subgroup,SUB,BPSN,BNSP
0,black,0.8487,0.9141,0.9437
1,white,0.859,0.912,0.9482
2,male,0.9224,0.9594,0.9401
3,female,0.9221,0.9656,0.9325
4,christian,0.9408,0.9692,0.9338
5,jewish,0.9246,0.9473,0.9475
6,muslim,0.8782,0.9354,0.9389
7,psychiatric_or_mental_illness,0.8775,0.9428,0.9329
8,homosexual_gay_or_lesbian,0.8247,0.9258,0.9243
9,Mp,0.8837,0.94,0.9378
