,subgroup,SUB,BPSN,BNSP
0,black,0.8421,0.8822,0.9582
1,white,0.8666,0.8967,0.9593
2,male,0.9252,0.9538,0.9504
3,female,0.928,0.9584,0.9474
4,christian,0.9416,0.9652,0.9432
5,jewish,0.935,0.9417,0.9577
6,muslim,0.8738,0.9208,0.9495
7,psychiatric_or_mental_illness,0.8917,0.9372,0.946
8,homosexual_gay_or_lesbian,0.8407,0.9004,0.9499
9,Mp,0.889,0.9259,0.9512
