,subgroup,SUB,BPSN,BNSP
0,black,0.8457,0.8991,0.9548
1,white,0.8517,0.9011,0.956
2,male,0.9249,0.9544,0.951
3,female,0.9329,0.9652,0.944
4,christian,0.9404,0.9673,0.9433
5,jewish,0.9094,0.9375,0.9523
6,muslim,0.8503,0.9273,0.9415
7,psychiatric_or_mental_illness,0.9305,0.9475,0.9593
8,homosexual_gay_or_lesbian,0.8383,0.9081,0.9472
9,Mp,0.8858,0.9321,0.9498
