,subgroup,SUB,BPSN,BNSP
0,black,0.8444,0.9116,0.9465
1,white,0.8542,0.9181,0.9468
2,male,0.9271,0.9613,0.943
3,female,0.9336,0.9702,0.9352
4,christian,0.939,0.9707,0.9353
5,jewish,0.904,0.9385,0.9476
6,muslim,0.8464,0.9306,0.9352
7,psychiatric_or_mental_illness,0.9366,0.9432,0.9628
8,homosexual_gay_or_lesbian,0.8409,0.9174,0.9408
9,Mp,0.8859,0.9387,0.9435
