,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9529,0.9498,0.6128,0.9508,0.9317,0.9528,0.9498,0.619,0.9508,0.9338
