,subgroup,SUB,BPSN,BNSP
0,black,0.8419,0.8943,0.9521
1,white,0.8624,0.9137,0.9495
2,male,0.9205,0.9597,0.9405
3,female,0.9262,0.9638,0.9381
4,christian,0.9401,0.9697,0.9344
5,jewish,0.9195,0.941,0.9513
6,muslim,0.8735,0.9266,0.9437
7,psychiatric_or_mental_illness,0.8841,0.9316,0.9457
8,homosexual_gay_or_lesbian,0.8298,0.9119,0.9399
9,Mp,0.8839,0.9328,0.9438
