,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9523,0.9503,0.6459,0.9511,0.9275,0.9519,0.95,0.65,0.9508,0.9282
