,subgroup,SUB,BPSN,BNSP
0,black,0.8362,0.9024,0.9474
1,white,0.8642,0.9178,0.9488
2,male,0.92,0.9574,0.9438
3,female,0.9218,0.962,0.9398
4,christian,0.9434,0.969,0.9394
5,jewish,0.9273,0.9516,0.9472
6,muslim,0.8743,0.9304,0.9427
7,psychiatric_or_mental_illness,0.894,0.9238,0.9555
8,homosexual_gay_or_lesbian,0.8378,0.9128,0.9427
9,Mp,0.8862,0.9347,0.9452
