,subgroup,SUB,BPSN,BNSP
0,black,0.8413,0.9173,0.9435
1,white,0.8481,0.9209,0.9444
2,male,0.9245,0.9567,0.9468
3,female,0.9346,0.9672,0.9407
4,christian,0.9364,0.9702,0.9359
5,jewish,0.8992,0.948,0.941
6,muslim,0.842,0.9349,0.9332
7,psychiatric_or_mental_illness,0.9405,0.9373,0.9691
8,homosexual_gay_or_lesbian,0.8339,0.9144,0.9415
9,Mp,0.8824,0.9395,0.9437
