,subgroup,SUB,BPSN,BNSP
0,black,0.843,0.9069,0.9504
1,white,0.8539,0.9079,0.953
2,male,0.9276,0.9541,0.9517
3,female,0.9334,0.965,0.9437
4,christian,0.9388,0.9672,0.942
5,jewish,0.9071,0.9399,0.9495
6,muslim,0.845,0.9284,0.9389
7,psychiatric_or_mental_illness,0.9368,0.949,0.9612
8,homosexual_gay_or_lesbian,0.836,0.9011,0.9496
9,Mp,0.885,0.9336,0.9488
