,subgroup,SUB,BPSN,BNSP
0,black,0.8387,0.887,0.9553
1,white,0.866,0.9032,0.9562
2,male,0.9228,0.9535,0.949
3,female,0.9241,0.9586,0.945
4,christian,0.9407,0.9644,0.9435
5,jewish,0.9296,0.9435,0.9539
6,muslim,0.8825,0.9238,0.9497
7,psychiatric_or_mental_illness,0.8904,0.9368,0.9453
8,homosexual_gay_or_lesbian,0.8251,0.8936,0.9489
9,Mp,0.8857,0.9269,0.9496
