,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9525,0.951,0.6616,0.9517,0.9396,0.9529,0.9515,0.6694,0.9521,0.9413
