,subgroup,SUB,BPSN,BNSP
0,black,0.8401,0.9185,0.9395
1,white,0.8596,0.9249,0.9411
2,male,0.9214,0.956,0.9435
3,female,0.926,0.9616,0.9403
4,christian,0.9431,0.9719,0.9297
5,jewish,0.929,0.9529,0.9447
6,muslim,0.8718,0.9411,0.9331
7,psychiatric_or_mental_illness,0.8729,0.946,0.926
8,homosexual_gay_or_lesbian,0.8446,0.9387,0.9226
9,Mp,0.8851,0.9449,0.9354
