,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.9533,0.9496,0.5835,0.9504,0.9317,0.9537,0.9501,0.5928,0.9509,0.9333
