,subgroup,SUB,BPSN,BNSP
0,black,0.849,0.9034,0.9523
1,white,0.8529,0.9039,0.9545
2,male,0.9259,0.954,0.9515
3,female,0.9321,0.9656,0.9431
4,christian,0.9384,0.9667,0.9433
5,jewish,0.9085,0.9389,0.9506
6,muslim,0.8505,0.9226,0.9436
7,psychiatric_or_mental_illness,0.9259,0.9412,0.9596
8,homosexual_gay_or_lesbian,0.8272,0.9133,0.9415
9,Mp,0.8841,0.9326,0.9488
