,Acc. public,Prec. public,Rec. public,F1 public,Public AUC score,Acc. private,Prec. private,Rec. private,F1 private,Private AUC score
0,0.953,0.9495,0.5931,0.9504,0.934,0.9537,0.9503,0.6041,0.9512,0.9357
